id,title,description,category,price,ranking
9790781512,Dolce &amp; Gabbana Light Blue Perfume Gift Set for Women 1.7 oz Eau De Toilette Spray,Dolce & Gabbana Light Blue Perfume Gift Set for Women 1.7 oz Eau De Toilette Spray A stunning perfum...,Fragrance | Women's | Sets,,464073
9790782055,Bvlgari BLV Eau d Ete Perfume for Women 1.7 oz Eau De Toilette Spray,Bvlgari BLV Eau d Ete Perfume for Women 1.7 oz Eau De Toilette Spray BVL EAU D'ETE Capture the luxur...,Eau de Parfum | Fragrance | Women's,,700516
9790782306,Versace Versus Perfume Gift Set for Women 3.4 oz Eau De Toilette Spray,Versace Versus Perfume Gift Set for Women 3.4 oz Eau De Toilette Spray Versus is pure energy. This f...,Fragrance | Women's | Sets,85.0,505030
9790782365,Guess Marciano By Guess Eau De Parfum Spray 3.4 Oz For Women,"Guess Marciano By Guess Eau De Parfum Spray 3.4 Oz For Women : From the jeanswear lifestyle brand, t...",Eau de Parfum | Fragrance | Women's,29.0,301939
9790782594,Bvlgari Omnia Am&eacute;thyste for Women 2.2 Oz Eau De Toilette Spray,"Omnia Amethyste By Bvlgari Eau De Toilette Spray 2.2 Oz For Women : Launched in 2007, it opens on no...",Eau de Parfum | Fragrance | Women's,42.0,393539
9790782969,CHANEL Bois Des Iles Perfume for Women 6.8 oz Eau De Toilette,CHANEL Bois Des Iles Perfume for Women 6.8 oz Eau De Toilette CHANEL Bois Des Iles Perfume . . An in...,Eau de Parfum | Fragrance | Women's,,616782
9790783388,Kenzo Amour Florale By Kenzo Eau De Toilette Spray 2.8 Oz For Women,Kenzo Amour Florale By Kenzo Eau De Toilette Spray 2.8 Oz For Women : Perfumer Daphne Bugey is the c...,Eau de Parfum | Fragrance | Women's,89.99,855184
9790783531,Michael Kors Very Hollywood Perfume for Women 3.4 oz Eau De Parfum Spray,Michael Kors Very Hollywood Perfume for Women 3.4 oz Eau De Parfum Spray Very Hollywood Make a glamo...,Eau de Parfum | Fragrance | Women's,89.99,419013
9790783647,Jo Malone Vanilla &amp; Anise Cologne for Women 1 oz Cologne Spray,Jo Malone Vanilla & Anise Cologne for Women 1 oz Cologne Spray Vanilla & Anise Cologne Vanilla & Ani...,Eau de Parfum | Fragrance | Women's,73.0,180057
979078368X,HEAT FOR WOMEN BY BEYONCE 3.4OZ EDP SP,Beyonce Heat Perfume for women 3.3 oz Eau De Parfum Spray Top notes of Heat are decorated with red v...,Eau de Parfum | Fragrance | Women's,29.49,330159
979078371X,BALENCIAGA PARIS by Balenciaga for WOMEN: EAU DE PARFUM SPRAY 1.7 OZ,Balenciaga Paris is a new fragrance by the house of Balenciaga and it was launched as the first frag...,Eau de Parfum | Fragrance | Women's,56.47,70092
9790784120,Chelsea Flowers By Bond No. 9 Eau De Parfum Spray 1.7 Oz For Women,Bond No 9 Chelsea Flowers Perfume for Women 1.7 oz Eau De Parfum Spray Chelsea Flowers For a long ti...,Eau de Parfum | Fragrance | Women's,113.0,639577
9790784414,Ed Hardy Hearts &amp; Daggers Perfume for women 3.4 oz Eau De Parfum Spray,Ed Hardy Hearts & Daggers Perfume for women 3.4 oz Eau De Parfum Spray Ed Hardy Hearts & Daggers Per...,Eau de Parfum | Fragrance | Women's,36.99,285398
9790784848,Jessica McClintok Perfume Gift Set for Women 3.4 oz Eau De Parfum Spray,Jessica McClintok Perfume Gift Set for Women 3.4 oz Eau De Parfum Spray Jessica McClintock is a flor...,Fragrance | Women's | Sets,,570438
9790785410,Hilary Duff With Love Perfume Gift Set for Women 3.3 oz Eau De Parfum Spray,Hilary Duff With Love Perfume Gift Set for Women 3.3 oz Eau De Parfum Spray Exotic Fruits add an int...,Fragrance | Women's | Sets,109.99,478345
9790785828,Lacoste Touch of Spring Perfume for Women 1.6 oz Eau De Toilette Spray,Lacoste Touch of Spring Perfume for Women 1.6 oz Eau De Toilette Spray Lacoste Touch of Spring Lacos...,Fragrance | Women's | Eau de Toilette,55.0,718261
9790786727,Marc Jacobs Daisy Perfume Gift Set for Women 1.7 oz Eau De Toilette Spray,"Marc Jacobs Daisy Perfume Gift Set for Women 1.7 oz Eau De Toilette Spray Marc Jacobs, after the suc...",Eau de Parfum | Fragrance | Women's,,517696
9790786964,Versace Versense Perfume for Women 3.4 oz Eau De Toilette Spray,Versace Versense Perfume for Women 3.4 oz Eau De Toilette Spray The new perfume for women promises t...,Fragrance | Women's | Eau de Toilette,56.87,87381
9790787049,Trish Mcevoy Candle 2 Oz Orange Ginger Candle,Trish Mcevoy Candle2 oz Orange Ginger Candle Trish McEvoy Candle Orange Ginger Fill your home with t...,Eau de Parfum | Fragrance | Women's,,325692
9790787294,Laura Mercier L'Heure Magique 1.7 oz / 50 ml Eau De Parfum,"Laura Mercier L'Heure MagiqueNotes of pikake petals, bergamot, white rose buds, pink geraniums, soft...",Eau de Parfum | Fragrance | Women's,,355016
9790787626,John Galliano Perfume for Women 3 oz Eau De Parfum Spray,John Galliano Perfume for Women 3 oz Eau De Parfum Spray John Galliano imagined a vial of another ti...,Eau de Parfum | Fragrance | Women's,,563564
9790788991,Jennifer Lopez Deseo Perfume for Women 1.7 oz Eau de Parfum Spray,Jennifer Lopez Deseo Perfume for Women 1.7 oz Eau de Parfum Spray Deseo means desire...wish...dream....,Eau de Parfum | Fragrance | Women's,31.99,298069
9790789033,Elle Perfume for Women 3 oz Eau De Parfum Spray,"Elle Perfume for Women 3 oz Eau De Parfum Spray Opening with citron and lychee smoothed by peony, th...",Eau de Parfum | Fragrance | Women's,99.08,424985
9790789203,Marc Jacobs Daisy Perfume for Women 3.4 oz Eau De Toilette Spray,"Marc Jacobs Daisy Perfume for Women 3.4 oz Eau De Toilette Spray Marc Jacobs, after the success of M...",Eau de Parfum | Fragrance | Women's,56.6,37723
9790789270,Escada Moon Sparkle Perfume for Women 1.6 oz Eau De Toilette Spray,"Escada Moon Sparkle Perfume for Women 1.6 oz Eau De Toilette Spray A fruity floral fragrance, with s...",Fragrance | Women's | Eau de Toilette,44.99,224499
9790789343,Clinique Happy Heart Perfume Gift Set 1.7 oz Eau De Parfum Spray,Clinique Happy Heart Perfume Gift Set 1.7 oz Eau De Parfum Spray A wealth of flowers. A hint of warm...,Eau de Parfum | Fragrance | Women's,,446799
9790789432,Britney Spears Believe Perfume for Women 1.7 oz Eau De Parfum Spray,Britney Spears Believe Perfume for Women 1.7 oz Eau De Parfum Sprayy * Top: Inner light shines outwa...,Eau de Parfum | Fragrance | Women's,23.38,811706
979078953X,Stella In Two Peony Perfume for Women 2.5 oz Eau De Toilette Spray,Stella In Two Peony Perfume for Women 2.5 oz Eau De Toilette Spray Stella In Two de Stella McCartney...,Eau de Parfum | Fragrance | Women's,,597484
9790789696,Estee Lauder Private Collection Tuberose Gardenia 1 oz Eau de Parfum Spray Fragrance for Women,Private Collection Tuberose Gardenia Spray Perfume for Women 1 oz Eau De Parfum Spray Simple. Luxuri...,Eau de Parfum | Fragrance | Women's,139.99,40779
9790789890,Dior Forever and Ever Perfume for Women 1.7 oz Eau De Toilette Spray,Dior Forever and Ever Perfume for Women 1.7 oz Eau De Toilette Spray The latest Limited Edition from...,Eau de Parfum | Fragrance | Women's,127.99,678748
9790790074,Bond No. 9 New Haarlem by Bond No. 9 For Men And Women. Eau De Parfum Spray 3...,"Bond No 9 New Haarlem Perfume for Women 3.3 oz Eau De Parfum Spray New Haarlem New Haarlem, is the f...",Men's | Fragrance | Eau de Parfum,,554406
979079035X,Jo Malone Orange Blossom Cologne for Women 1 oz Cologne Spray,Jo Malone Orange Blossom Cologne for Women 1 oz Cologne Spray Inspired during a stay at a hotel in B...,Cologne | Fragrance | Women's,78.99,27112
9790790392,Jo Malone Blue Agave &amp; Cacao Cologne for Women 1 oz Cologne Spray,Jo Malone Blue Agave & Cacao Cologne for Women 1 oz Cologne Spray Inspired by the artistry of flamen...,Cologne | Fragrance | Women's,89.0,329445
979079052X,Sean John Unforgivable Perfume for Women 2.5 oz Eau De Parfum Spray,"bergamot, apple, grapefruit, jasmine, muguet, violet, tonka beans, amber, cedar, vanilla, sandalwood...",Eau de Parfum | Fragrance | Women's,35.95,38864
9790791054,Escada Sunset Heat Perfume for Women 1.7 oz Eau De Toilette Spray,Escada Sunset Heat Perfume for Women 1.7 oz Eau De Toilette Spray Sunset Heat for women. The smell o...,Fragrance | Women's | Eau de Toilette,88.0,286851
9790791224,All About Eve by Joop for Women. 1.35 Oz Eau De Perfume Spray,All About Eve Perfume by Joop was launched by the design house of Joop in 1996.This feminine scent i...,Eau de Parfum | Fragrance | Women's,,709507
979079178X,Tracy by Ellen Tracy for Women 2.5 oz Eau de Parfum EDP Spray,"Tracy by Ellen Tracy for WomenTracy Perfume by Ellen Tracy, 2.5 oz Eau De Parfum Spray for women. Ta...",Eau de Parfum | Fragrance | Women's,19.22,194331
9790791968,City Glam Perfume By Giorgio Armani 3.4 Oz Eau De Parfum Spray for Women,"Emporio Armani City Glam Perfume for Women 3.3 oz Eau De Parfum Spray Vibrant and bewildering, City ...",Eau de Parfum | Fragrance | Women's,,349270
9790792220,Jennifer Lopez Live Luxe Perfume for Women 3.4 oz Eau De Parfum Spray,Jennifer Lopez Live Luxe Perfume for Women 3.4 oz Eau De Parfum Spray The juice opens on notes of pe...,Eau de Parfum | Fragrance | Women's,30.58,87830
9790792271,Tiffany Perfume for Women 3.4 oz Eau De Parfum Spray,Tiffany Perfume for Women 3.4 oz Eau De Parfum Spray TIFFANY Parfum is a luxurious floral bouquet of...,Eau de Parfum | Fragrance | Women's,179.95,55823
9790792573,Chanel Allure Sensuelle Perfume for Women 3.4 oz Eau De Parfum Spray,CHANEL ALURE SENSUELLE - new edition of Pure CHANEL ALURE. Nine years after the release of one of th...,Eau de Parfum | Fragrance | Women's,,271507
9790792719,Prescriptives Calyx Perfume for Women 1.7 oz Eau De Parfum Spray,Prescriptives Calyx Perfume for Women 1.7 oz Eau De Parfum Spray Calyx Exhilarating Fragrance is a s...,Eau de Parfum | Fragrance | Women's,,630824
9790792808,Raffinee EDT 1 oz Perfume,Raffinee EDT 1 oz Spray for Women,Eau de Parfum | Fragrance | Women's,,466088
9790793030,"Cacharel Anais Anais Eau de Toilette Spray for Women, 1 Fluid Ounce",100% Authentic ANAIS ANAIS by Cacharel Perfume for Women (EDT SPRAY 1 OZ). Manufactured by the desig...,Fragrance | Women's | Eau de Toilette,29.99,244082
9790793227,Cinnabar Perfume for Women 1.7 oz Eau De Parfum Spray,Cinnabar Perfume for Women 1.7 oz Eau De Parfum Spray Mysterious. Exotic. Endlessly appealing. Intro...,Eau de Parfum | Fragrance | Women's,77.95,430157
9790794010,Head Over Heels Perfume for Women 3.9 oz Eau De Toilette Spray,Head Over Heels Perfume for Women 3.9 oz Eau De Toilette Spray,Fragrance | Women's | Eau de Toilette,15.5,442327
979079410X,Tiffany Perfume for Women 1.7 oz Eau De Parfum Spray,"Tiffany Perfume for Women 1.7 oz Eau De Parfum Spray A luxurious floral bouquet of damascena rose, I...",Eau de Parfum | Fragrance | Women's,165.0,38396
9790794223,ST. John Perfume for Women 1.7 oz Eau De Parfum Spray,ST. John Perfume for Women 1.7 oz Eau De Parfum Spray St. John a charming new twist on a timeless cl...,Eau de Parfum | Fragrance | Women's,,229968
9790794258,Eau Du Soir Perfume for Women 1 oz Eau De Parfum Spray,"Eau Du Soir Perfume for Women 1 oz Eau De Parfum Spray A refined, elegant, and timeless scent create...",Eau de Parfum | Fragrance | Women's,93.7,444527
9790794363,Dalimania Perfume for Women 3.4 oz Parfum De Toilette Spray,Dalimania Perfume for Women 3.4 oz Parfum De Toilette Spray It is a mysterious woman who reveals her...,Eau de Parfum | Fragrance | Women's,59.99,273901
9790794495,Ciara for Women 2.3 oz 80 Strength Cologne Spray,"Ciara for Women 2.3 oz 80 Strength Cologne Spray. Revlon is an oriental blend of vanilla, musk, patc...",Cologne | Fragrance | Women's,12.99,155226
9790794665,Ralph Lauren Blue by Ralph Lauren for women 4.2 oz Eau De Toilette EDT Spray,"Ralph Lauren Blue by Ralph Lauren for womenRalph Lauren Blue launched in 2003 by Ralph Lauren, Ralph...",Fragrance | Women's | Eau de Toilette,,345702
9790794827,Phantom of the Opera by Parlux - Eau De Parfum Spray 1.7 oz,Phantom of The Opera Perfume for Women 1.7 oz Eau De Parfum Spray An oriental floral fragrance creat...,Eau de Parfum | Fragrance | Women's,,676584
9790794843,Prescriptives Calyx Perfume for Women 3.4 oz Eau De Parfum Spray,Prescriptives Calyx Perfume for Women 3.4 oz Eau De Parfum Spray Prescriptives Calyx A fragrance fil...,Eau de Parfum | Fragrance | Women's,,384979
9790794851,Cachet by Prince Matchabell for women 3.2 oz Colgone Spray,Cachet Perfume for Women 3.2 oz Cologne Spray,Cologne | Fragrance | Women's,23.99,164451
9790795157,OP Juice Perfume for Women 2.5 oz Eau De Toilette Spray,OP Juice Perfume for Women 2.5 oz Eau De Toilette Spray,Eau de Parfum | Fragrance | Women's,,202054
9790795424,Mont Blanc Individuel Perfume for Women 2.5 Oz Eau De Toilette Spray,"Mont Blanc Individuel Perfume for Women 2.5 oz Eau De Toilette Spray Like an obviousness, Individual...",Eau de Parfum | Fragrance | Women's,40.36,43023
9790795602,Pheromone Perfume for Women 1.7 oz Eau De Parfum Spray,"Pheromone Cologne Marilyn Miglin Perfumes, Pheromone Cologne 1.7 OZ at discount prices, browse also ...",Eau de Parfum | Fragrance | Women's,,497433
9790795661,Maja Perfume for Women 3.4 oz Eau De Toilette Spray,Maja Perfume for Women 3.4 oz Eau De Toilette Spray,Fragrance | Women's | Eau de Toilette,24.54,281490
9790796684,Jean Couturier Coriandre Eau de Toilette Spray 3.4 oz Spray,Coriandre Eau De Toilette 3.4 Oz Spray CORIANDRE was introduced in 1973. This fine fragrance contain...,Eau de Parfum | Fragrance | Women's,49.99,405506
9790797397,Gucci Rush Perfume for Women 1 oz Eau De Toilette Spray,"Gucci Rush Perfume for Women 1 oz Eau De Toilette Spray Introduced in 1999, Gucci Rush is a fantasy ...",Eau de Parfum | Fragrance | Women's,49.99,628457
9790798288,Beautiful Perfume for Women 2.5 oz Eau De Parfum Spray,Beautiful Perfume for Women 2.5 oz Eau De Parfum Spray The fragrance of a thousand flowers. Romantic...,Eau de Parfum | Fragrance | Women's,154.4,309330
9790798873,Donna Karan Black Cashmere Perfume for Women 3.4 oz Eau De Parfum Spray,Donna Karan Black Cashmere Perfume for Women 3.4 oz Eau De Parfum Spray The scent of luxury. A warm ...,Eau de Parfum | Fragrance | Women's,,614156
9790798954,D &amp; G Feminine Perfume for Women 3.4 oz Eau De Toilette Spray,"D & G Feminine Perfume for Women 3.4 oz Eau De Toilette Spray Young people are sincere, candid, and ...",Fragrance | Women's | Eau de Toilette,188.82,316921
9790799055,By Dolce &amp; Gabbana Man 4 Ml Mini,By Dolce & Gabbana Man 3.06 ml,Men's | Fragrance | Eau de Parfum,,294591
9790799233,Lutece EDT 3.4 oz Perfume,Lutece EDT 3.4 oz Spray for Women,Eau de Parfum | Fragrance | Women's,,435857
9790799349,Exclamation EDT 1.7 oz Perfume,Exclamation EDT 1.7 oz Spray for Women,Eau de Parfum | Fragrance | Women's,14.95,730208
9790799705,Chloe Classic Perfume for Women 3 oz Eau De Toilette Spray,Chloe Classic Perfume for Women 3 oz Eau De Toilette Spray Launched by the design house of Lagerfeld...,Eau de Parfum | Fragrance | Women's,39.95,218159
9790800525,Cacharel Amor Amor Eau de Toilette Spray 1.7 oz,Amor Amor by the design house of Cacharel was introduced in 2003. This refreshing oriental scent is ...,Fragrance | Women's | Eau de Toilette,35.03,207032
9790800851,Bvlgari Au De Blanc White Tea Perfume for Women 2.5 oz Eau De Toilette Spray,Bvlgari Au De Blanc White Tea Perfume for Women 2.5 oz Eau De Toilette Spray Both men and women can ...,Fragrance | Women's | Eau de Toilette,59.0,78340
9790801149,Initial by Boucheron for Women. 5 ML Eau De Perfume Splash Mini,"Initial Perfume Boucheron Perfumes, Initial Perfume 5 ML at discount prices, browse also Initial Sam...",Fragrance | Women's | Eau de Toilette,16.0,279356
9790801211,New West Perfume for Women 3.3 oz Skin Scent Spray,New West Perfume for Women 3.3 oz Skin Scent Spray &quot;Aramis explores new territory with New West...,Eau de Parfum | Fragrance | Women's,,287494
9790801645,4711 by Muelhens Eau De Cologne 27 oz,Created by the design house of Muelhens in 1792 4711 is classified as a refined fruity fragrance. Th...,Cologne | Men's | Fragrance,33.34,148577
9832114276,Shiseido Shiseido Sun Protection Lip Treatment SPF 36 - .14 fl oz,Shiseido Sun Protection Lip Treatment SPF36,Makeup | Lips,15.0,48230
9839215019,Nu Skin ReDesign ageLoc Galvanic Body Spa,"Body Shaping, removes cellulite and fat.",Face | Skin Care,329.99,30579
9866379841,"Women Perfume Oils, Estee Lauder Type 4 Pc Set: Beautiful Type, Pleasure Type, White Linen Type, Knowing Type , Body Oils 1/3 Oz Roll on Bottle",Similar to the Designer Type Fragrance,Fragrance | Women's | Essential Oils,24.0,271046
9879870743,"Matrix Vavoom Gold Heat Blow-in-volume Protective Lotion Women, 4.2 Ounce",GOLD HEAT BLOW-IN VOLUME PROTECTIVE LOTION 4.2 OZ Design House: Matrix Fragrance Notes: The Trend In...,"Creams, Gels & Lotions | Styling Products | Hair Care",9.5,106337
987987076X,"Matrix Vavoom Gold Heat Iron-In Volume Hairspray Unisex, 8.5 Ounce",NEW IRON-IN VOLUME Protective Dry Mist For Fine / Medium hair Use before ironing hair Mists on ultra...,Hair Sprays | Styling Products | Hair Care,,192156
9944260630,"FIXPLANT Keratin Hair Building Fibers, Hair Loss Concealer. the 30 Second &quot;HAIR TRANSPLANT&quot; Regular Size 25 gm, 0.88 oz (Dark Brown)",FIXPLANT Hair Building Fibers is a very well known hair concealer product in Europe. Now It is in US...,Hair Loss Products | Styling Products | Hair Care,23.45,192236
B0000020TR,Best of,"Australian only compilation includes : Slip Away, Too Weak To Fight, Starting All Over Again.",Blues | Skin Care | Pop | CDs & Vinyl | Soul | Southern Soul | Eyes | R&B,15.23,287339
