id,title,description,category,price,ranking,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,similarity_score
B002XO882S,Glycolix Gly/Sal 10-2 Cleanser,Encourage exfoliation while washing away dirt and impurities with Gly-Sal 10-2 Acne Mediated Cleaner...,Cleansers | Face | Skin Care,17.85,17756.0,ADGU8358UDTJR,B0000Y3FRG|B000I5JEAO|B000V4PMVM|B0011XEIFS|B005GMY86O,Could you suggest a face cleanser with a 10-2 formulation for an adult female interested in skincare and makeup?,-1,"The user shows a preference for products related to facial firming and clarifying treatments, as well as bold lip colors like red velvet.",Could you suggest a face cleanser with a 10-2 formulation for an adult female interested in skincare and makeup?,1.0,face cleanser with a 10-2 formulation,-2.2240124
B002QF4UYY,"Conair Anti-static Detangling Comb, Colors may vary",Conair's anti-static detangling comb gives you static free detangling and styling with maximum contr...,Combs | Styling Tools | Hair Care,9.49,809.0,A30QCRDQ07DZP4,B007XOHTLY|B006OZF5I2|B001R654TS|B004FLSW8C|B004X81IWY,Could you recommend a detangling comb that is ideal for reducing static in hair during dry winter months?,0,"The user shows a unique preference for products that offer specific treatments or enhancements, such as diamond-infused hair care and natto-based facial masks.",Could you recommend a detangling comb that is ideal for reducing static in hair during dry winter months?,1.0,detangling comb that is ideal for reducing static in hair during dry winter months,-10.196771
B00IT1HKV4,"ORGANIC Argan Oil For Hair &amp; Face - 100% Pure &amp; ECO Certified Organic - Larger 4 oz Bottle - Miracle Oil For Every Skin Condition, Hair, Nails, Anti-aging &amp; More! Pure Moroccan Argan Oil - 100% Guaranteed to Work Wonders for Your Body!","Restore Brittle, Damaged, & Dull Hair...Breathe New Life Into Dry Cracked Skin...Cure Hard Yellow Na...",Hair Relaxers | Hair Care | Conditioners,15.95,152.0,A1RKJP7QGY1IBH,B00KQVTX06|B00KQ4PEBU|B00G75X158|B00I073WLE|B00ILH0IE2|B00GPDRFPO|B00HZ7IRSI|B00JNI1DZQ|B00HHR0SYW|B00KCFAZTE|B00HJD8NLY,I need a 4 oz bottle of organic argan oil hair conditioner that's perfect for anti-aging and skin rejuvenation.,-1,"The user shows a preference for products containing Vitamin C, Hyaluronic Acid, and natural or organic ingredients. They are also interested in products that offer guarantees or risk-free trials.",I need a 4 oz bottle of organic argan oil hair conditioner that's perfect for anti-aging and skin rejuvenation.,1.0,4 oz bottle of organic argan oil hair conditioner,-10.19684
B0069VYSFM,erico Every Drop Beauty Spatula 1 Spatula,Buy erico Makeup Brushes & Applicators - erico Every Drop Beauty Spatula 1 Spatula,Tools & Accessories | Makeup Brushes & Tools | Sets & Kits,5.99,5506.0,A1ZFZM37WBM40M,B008NVWYC0|B003564OOO|B004JZT328|B000UZMWOC,I want to find a beauty spatula that enhances makeup application for a flawless finish.,1,The user shows a preference for travel-friendly beauty tools and conditioning hair products.,I want to find a set of products that enhance makeup application for a flawless finish.,-1.0,,-1.911239
B004BC9T9G,Proactiv Solution 4pc Micro-Crystal 60 Day Acne Treatment Kit,This acne treatment kit contains proven ingredients that address acne on the entire face with a comb...,Skin Care | Face | Sets & Kits,35.95,103.0,A2A1QJQLN0XB75,B004XYH034|B001JKYD4Y|B001OSGZYW|B004DARLH8|B001GGX0EK,I need a skincare kit that offers a complete solution for acne treatment.,1,"The user shows a strong preference for products from the Proactiv Solution brand, indicating a focus on acne treatment or prevention.",I need a set of products that offers a complete solution for acne treatment.,-1.0,,-9.050329
B000ZV7XIG,Konad Stamping Nail Art Image Plate - M39,Super FAst Shipping in USA,Lip Glosses | Makeup | Lips,4.96,134145.0,ALYXQYKO4F00Z,B00150LT40|B002MZ8BK2|B002VCWS14|B002VCXIEK,Can you recommend a nail art image plate for stamping that enhances personal expression through unique lip designs?,1,"The user has a unique preference for nail art equipment and tools, particularly those related to stamping nail art.",Can you recommend a set of nail art image plates for stamping that enhances personal expression through unique lip designs?,-1.0,,-3.1504445
B001G3TGT6,"500 Pcs Half False Nail Art Painting Nail Tips, Clear","50 Tips in each size 0-9 in half well, 500 pcs totally. Half Well.High standard ABS plastic for prof...",Tools & Accessories | False Nails | Nail Tools,3.03,5495.0,AVNCOBCRMVZMK,B003ODETES|B006U95N34|B0076D1YF4|B0078VJ1OK,I’m searching for a nail art supply that’s perfect for quick application and easy removal.,1,"The user has a preference for nail art tools and accessories, particularly those that allow for creative and detailed nail designs, such as rhinestones and dotting tools.",I’m searching for a set of products that’s perfect for quick application and easy removal.,-1.0,,-10.1967
B000L8GL8G,Nioxin System 3 Cleanser &amp; Scalp Therapy Conditioner Treated Hair Set Duo 33.8 oz,"Product Description Nioxin System 3 uses a moisturizing infusion of rare, protective herbs and botan...",Hair Loss Products | Hair Care | Conditioners,36.25,406.0,A3PGXZY0A1S2XU,B005F1IXCQ|B00B5LQLYC|B002O0D8P8|B005F1ISR6,Can you recommend a shampoo that helps with hair volume enhancement and is suitable for post-chemotherapy care?,1,"The user shows a strong preference for products that focus on scalp health and volumizing effects, as indicated by their interest in Nioxin products and keywords like 'Scalp Treatments' and 'Volumizing'.",Can you recommend a set of products that helps with hair volume enhancement and is suitable for post-chemotherapy care?,-1.0,,-8.621199
B0019IVEEI,"The Balm Bahama Mama Bronzer, For A Sun Kissed Look, 0.25 Ounce","Bahama mama bronzer, for a sun kissed look 0.25 ounce this matte bronzer creates beautifully bronzed...",Bronzers & Highlighters | Makeup | Face,11.45,441.0,A2N6W471I4T9GM,B005ELMXP0|B006AR6DYY|B00AEYGIR6|B00F48HZE2,Could you suggest a bronzer that provides a subtle sun-kissed effect for mature skin?,2,"The user shows a preference for products that are vegan, paraben-free, and have natural ingredients like lemongrass and vanilla.","Could you suggest a bronzer that provides a subtle sun-kissed effect for mature skin? Additionally, recommend a hydrating moisturizer to complement this bronzer.",2.0,bronzer that provides a subtle sun-kissed effect for mature skin|hydrating moisturizer to complement this bronzer,-4.292217
B005FYJB92,"NYX Matte Lipstick, Nude","NYX matte lipsticks are highly pigmented, richly formulated lipsticks that glide on smoothly, stay p...",Lipstick | Makeup | Lips,5.88,3930.0,A4LKXHDQYJTG8,B0050X86TO|B000TGCJWC|B005IC5RX0|B005IQR21G|B0056Z1JM2|B000NOFZTY|B0022PG9G0|B004ZWMDZ4,"I'm after a shampoo that works best for enhancing hair health, suitable for a young adult female interested in beauty and personal care.",-1,"The user shows a unique preference for products related to nail care and vibrant nail polish colors, as well as a liking for body lotions with specific scents.","I'm after a shampoo that works best for enhancing hair health, suitable for a young adult female interested in beauty and personal care.",1.0,shampoo,-9.445332
B002B4O7XE,"e.l.f. Under Eye Concealer and Highlighter, Glow Fair, 0.34 Ounce",Correct under eye problematic areas such as dark circles and bags easily and effectively. Contains v...,Face | Makeup | Concealers & Neutralizers,5.99,26616.0,A2E7W2XGXMG6RU,B0020MM61W|B000KOLXKM|B000KONYJK|B001ELAKA4,Can you recommend a concealer that provides under-eye brightening for someone with sensitive skin?,0,"The user shows a preference for anti-wrinkle and firming skincare products, as well as a specific interest in the Estee Lauder Sensuous fragrance line.",Can you recommend a concealer that provides under-eye brightening for someone with sensitive skin?,1.0,concealer that provides under-eye brightening for someone with sensitive skin,-2.8323693
B00EXPVJTY,Pink Armor Nail Gel As Seen On TV Personal Healthcare / Health Care,"The thick, protective gel coat that gives you stronger, longer, beautiful natural nails. The keratin...",Nails | Makeup | Nail Polish,12.99,96237.0,ART7XG14YPNFV,B00112DXB4|B004KRXE5W|B004LXL1RS|B0056GDG90|B007BMNZ1Q|B004M5DTVG|B004KS2R90|B000EH0NEC|B00CE5VTP4|B00620QNW6|B000AADEP8|B000EODWZW|B0046MLZLG|B0026YHUY2,I'd like to find a nail gel that is perfect for personal healthcare and enhances my nail polish collection.,-1,"The user shows a distinct preference for vibrant and varied nail polish colors, as well as products that offer nail strengthening and growth benefits.",I'd like to find a nail gel that is perfect for personal healthcare and enhances my nail polish collection.,1.0,nail gel,-10.065511
B002KC0B00,"Tom Ford Tuscan Leather Eau De Parfume Spray for Men, 1.7 Ounce",Tom Ford Private Blend Tuscan Leather EDP,Eau de Parfum | Fragrance | Men's,299.99,194238.0,A6KV3W3RG9RMA,B000C1W38O|B0000536A3|B000P22TIY|B000C1W6TK|B00021AA4I|B0002GRQ6S|B0037QG6SY,"Can you help me choose an Eau de Parfum Spray for Men, 1.7 Ounce, from a well-known designer brand that suits an adult male interested in personal grooming and fragrances?",-1,"The user has a strong preference for Eau de Toilette sprays from designer brands, indicating a taste for high-quality and possibly luxury fragrances.","Can you help me choose an Eau de Parfum Spray for Men, 1.7 Ounce, from a well-known designer brand that suits an adult male interested in personal grooming and fragrances?",1.0,"Eau de Parfum Spray for Men, 1.7 Ounce, from a well-known designer brand",-5.040155
B006L1DNWY,15pcs Nail Art Painting Pen Brush,Package includes : 3x Drawing Tools 7x Painting Tools (also can use as gel nail curing brush) 2x Lin...,Nail Art Equipment | Nail Tools | Tools & Accessories,2.76,247.0,A1IBU2PW9BQVRT,B007BJ3KQ4|B001KYRWG0|B007RT19V6|B008FWQK22,Please suggest a nail art painting pen brush for enhancing artistic skills in personal grooming.,0,"The user shows a unique preference for nail art tools, specifically marbleizing dotting pens and glitter nail tape, indicating an interest in creative and decorative nail designs.",Please suggest a nail art painting pen brush for enhancing artistic skills in personal grooming.,1.0,nail art painting pen brush,-10.195954
B00GW61EB0,"&quot;WOW! Your Skin Looks Great!&quot; :: People Will Want to Know Your &quot;Secret&quot; :: If You've Tried Facial Products Including Exfoliators, Treatments, Masks, or Other Therapeutic Skin Care Products with No Results, Your Search is Over :: AVIZAGE is the Best Vitamin C Serum for Your Face :: Backed by Our &quot;Love It or Leave It&quot; Money Back Guarantee.",AVIZAGE Vitamin C Serum 20% with Vitamin A & EAvizage Professional Vitamin C Serum is the simply the...,Oils & Serums | Skin Care | Face,19.99,12176.0,ARHZEWIMXDEQO,B00HJD8NLY|B00EYSNWXG|B00H4FMGGA|B004FR6PTE,"Can you suggest a Vitamin C Serum for face that comes with a ""Love It or Leave It"" money-back guarantee, suitable for a female adult interested in skincare?",-1,"The user shows a preference for products that offer specific benefits such as anti-aging and brightening effects, as well as tools that enhance makeup application and appearance.","Can you suggest a Vitamin C Serum for face that comes with a ""Love It or Leave It"" money-back guarantee, suitable for a female adult interested in skincare?",1.0,Vitamin C Serum for face,-7.684772
B000AADG8I,Wella Cc Liquid #0811/8N Light Blonde Haircolor,"Permanent Liquid Haircolor. Vibrant, Long Lasting, Fade Resitant Results. Excellent Grey Coverage. G...",Hair Color | Chemical Hair Dyes | Hair Care,6.0,429370.0,A3AZFXI0GHQ79L,B001EXJPIU|B000R8ZAMI|B001B54XL0|B000CSYYZM,Can you help me pick a light blonde hair color dye for an adult female interested in hair care and beauty products?,-1,"The user shows a preference for specific shades and finishes in hair color products, such as light ash blonde and glistening magnolia, as well as a satin finish in foundation.",Can you help me pick a light blonde hair color dye for an adult female interested in hair care and beauty products?,1.0,light blonde hair color dye,-6.4774776
B003XALGL6,"Deva Curl Mist-Er Right Unisex Spray by Kevin Murphy, 3 Ounce",Buy DevaConcepts Hair Styling Products - DevaCurl Mist-er Right Lavender Curl Revitalizer 3.0 oz. Ho...,Curl Enhancers | Styling Products | Hair Care,9.34,127842.0,A3O6YUNLUC6LB8,B006EOCS1U|B00762PX8Y|B00762VO6O|B004KS0OE0|B0053PTTU4|B003VMZRYI,"I am interested in a Curl Enhancer Spray, 3 Ounce that is effective for defining curls and suitable for a young adult female with a passion for beauty and personal care.",-1,"The user shows a particular interest in nail art and specialized nail products, such as gel polishes and magnetic lacquers.","I am interested in a Curl Enhancer Spray, 3 Ounce that is effective for defining curls and suitable for a young adult female with a passion for beauty and personal care.",1.0,"Curl Enhancer Spray, 3 Ounce",-9.952963
B0009EILKS,"Biore  Deep Cleansing Pore Strips , 14 Nose Strips",Pore Perfect&reg;New! Custom FitUnclogs &amp; DiminishesPull the plug on clogged pores.&nbsp; Deep c...,Pore Cleansing Strips | Skin Care | Face | Treatments & Masks,6.66,178.0,A3L7EQAO3CI00Z,B002NV7NDQ|B002ZSW7MY|B00303YYTW|B003040T0Y|B003607ZNG,Can you show me a pore cleansing strip that is effective for minimizing the appearance of pores on a man's face?,0,"The user shows a preference for products that address oil control and pore reduction, suggesting a concern with oily skin and visible pores.",Can you show me a pore cleansing strip that is effective for minimizing the appearance of pores on a man's face?,1.0,pore cleansing strip,-10.196196
B004N8H2H4,C.O. Bigelow Rose Salve 22g/0.8oz,Buy C.O. Bigelow Lip Treatment/Balms - C.O. Bigelow Rose Salve 22g/0.8oz,Lip Glosses | Makeup | Lips,4.4,20062.0,A2REF6WCHNY6S2,B0090UJFYI|B00ACLI7XY|B00GP2N66W|B00GWT8UWI,I'm interested in a lip gloss that provides anti-aging benefits for mature skin.,2,"The user shows a preference for products containing hyaluronic acid, vitamin C, and retinol, as well as those offering intense hydration and anti-aging properties.","I'm interested in a lip gloss that provides anti-aging benefits for mature skin. Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this lip gloss.",3.0,lip gloss that provides anti-aging benefits for mature skin|hydrating moisturizer|nourishing face mask,-2.3405316
