id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets
B07NRK8G78,Sings The Great American Songbook - Bing Crosby,Pop,11.28,4.6,AFYDNVI6RWEH47DFYZBH3M5HYKEA,B018V1NA38|B00004YLCV|B00BCV3ICI|B00BCV3JH2|B000009RCX|B00BQSRAYE|B000AMUUTE|B0049ZQZ74|B00NOCK5MY|B00BCV3H92|B00024I34Y|B00EEPFMJ6|B00NOCK5G0|B00BCV3IE6|B00NOCK538|B000024SJL|B00UCFI1SQ|B00365QSK2|B000006X4X|B003TWKW40|B0000EWNY2,What's a good pop album featuring Bing Crosby's renditions of classic songs from The Great American Songbook for an older adult who loves mid-20th century male vocalists and nostalgic music collections?,-1,"The user shows a unique preference for music collections that feature radio recordings and live performances, particularly those that include collaborations or themed compilations.","Pop album featuring Bing Crosby's renditions of classic songs from The Great American Songbook, mid-20th century male vocalists, nostalgic music collections.",3.0,Pop album featuring Bing Crosby's renditions of classic songs from The Great American Songbook|mid-20th century male vocalists|nostalgic music collections
B00B91HPXY,"Christmas Time, Vol. 1.",CD Rarities,,4.3,AFPSBC2HOM5EBHNPHY7WJNJFJHDQ,B00VKTI0JS|B00005J6WE|B00EJVIPZS|B006UFHDT0|B00Q7QQFCI|B000000XXB|B001BDF2OY|B00000JBRX|B00000J7AQ|B007I7GGYM|B0062U29Y2|B000A7Q2FA|B000002ITB|B000008NUT|B000003TK4|B001SGKQI6|B0002DFQ4A|B0012GMXYC|B0000636A8|B0009PLLWW|B000008DEV|B000FBG06C|B00007BH5K|B00005O0QL|B00006LLOB|B000001SOA|B000000DM7|B00004XSUS|B00004XSUY|B00000K3LI|B00000JN8M,"I'm searching for a collection of CD rarities with a cultural and historical significance, like ""Christmas Time, Vol. 1,"" that would appeal to an adult with a strong interest in traditional and regional music styles.",-1,"The user shows a unique preference for music that includes elements of storytelling and cultural heritage, as indicated by their interest in artists and albums associated with the Delta Blues and Folk genres.","I'm searching for a collection of CD rarities with cultural and historical significance, like ""Christmas Time, Vol. 1,"" that would appeal to an adult with a strong interest in traditional and regional music styles.",2.0,collection of CD rarities with cultural and historical significance|traditional and regional music styles
B000B5IPLK,Alicia Keys - Mtv Unplugged,CDs $7 - $10 | R&B General | R&B | Today's Deals in Music,11.25,4.4,AEPIBG2CEEKCF7RYPHOFAOQXYROA,B0002VKZKM|B000002MKM|B001KP2Y3K|B00B04KVMC,I'm searching for a music collection that evokes nostalgia and is perfect for a romantic evening.,1,"The user shows a unique preference for live or acoustic performances, as indicated by their interest in albums like 'Unplugged' and 'Bare Bones.'",I'm searching for a music collection that evokes nostalgia. Please recommend me some different styles of music.,-1.0,
B015P5WIOK,The Grand Design,Pop,,4.8,AGYXAX457MMWYUK5QGTRNLNAEZAQ,B01JITT4LE|B01G7UMKFE|B01LQQCSC4|B0009YNSJW|B000007VFD|B01B2IOKQS|B01N2QWY6J|B0012GMWJ8|B06ZZ53ZRL|B00004TAXE|B004SBB0LU,Can you recommend a catchy tune for a dance party that aligns with my interest in pop music?,0,"The user has a unique preference for classic rock and progressive rock music, as indicated by their interest in albums from bands like Electric Light Orchestra and Queen.",Can you recommend a catchy tune for a dance party that aligns with my interest in pop music?,2.0,dance party|pop music
B019VQSA64,The Dark Side of the Moon,Pop,11.49,4.9,AEWVN46DHZYIONZBFU3ZZEFZUEHQ,B09Q3NP1LH|B07649L9QK|B007BS114S|B009SOHING|B0007DBJ6O|B00008BRD3|B000003JOW,Could you suggest a tune that would be perfect for a nostalgic evening reflecting on the 1970s?,0,"The user shows a unique interest in Electric Blues and Dance Pop, indicating a taste for both classic and more rhythmic, upbeat music styles.",Could you suggest a tune that would be perfect for a nostalgic evening reflecting on the 1970s?,1.0,nostalgic evening reflecting on the 1970s
B00004SRK9,Dream Sequence: Best of,Progressive Rock | Rock | Progressive,,4.6,AHUEU4PKKB4LOFSR5UYEYSXXPSKA,B0000006DO|B09HN8K23M|B09TFVBKNH|B076DQVT9Y|B000002O4W,Can you suggest a progressive rock collection that highlights innovative sounds? I'm particularly interested in music similar to movie and TV soundtracks.,-1,"The user has a unique preference for Bebop and Jazz music styles, as well as a liking for Rock elements in soundtracks.",Suggest a progressive rock collection that highlights innovative sounds similar to movie and TV soundtracks.,1.0,progressive rock collection that highlights innovative sounds similar to movie and TV soundtracks
B000002G4U,Living With Ghosts,CDs $7 - $10 | Folk General | Folk | Today's Deals in Music,9.14,4.5,AGVKXLAVUDULYDZ5J333KDABDVKA,B000007QDI|B000VKJ6UY|B000JJRIN4|B00000DGUG|B000B0WOEO|B000002BE9|B0007GAERG|B0002ZYEKA,Can you recommend me a music CD for creating a cozy coffeehouse vibe at home?,3,"The user shows a unique preference for music that falls under the 'Adult Alternative' and 'Alternative Rock' categories, indicating a taste for more mature and eclectic musical styles.",Can you recommend me a music CD for a cozy vibe at home? I'm not sure about the specific listening scene.,-1.0,
B00F3LKNJE,Daydreams,Oldies | Pop,2.75,5.0,AFHXDLYQMJ3CVAIWSSL5PKI2MQXQ,B003MXVG32|B00D2TRA0O|B00IROI9BS|B00D1HC8VS|B004I2EWPA|B00E4V0J5W|B008RTE08E|B0012GMVK8|B000002TZ2,"I'm looking for a nostalgic pop oldie with timeless melodies and classic charm, ideally something reminiscent of the 1960s and 1970s, as I enjoy music from The Beatles and Wings.",-1,"The user shows a unique preference for Latin music, as indicated by the presence of Latin Music and Latin Pop among their interests.","Nostalgic pop oldie with timeless melodies and classic charm, reminiscent of the 1960s and 1970s, similar to The Beatles and Wings.",2.0,"Nostalgic pop oldie with timeless melodies|classic charm, reminiscent of the 1960s and 1970s, similar to The Beatles and Wings"
B00MGSTO4C,Cd Frozen The Songs,Disney | Children's Music,7.17,4.7,AFREEIZXS43U52ANOKE2DXN7OJPQ,B0000003IO|B00006LHYO|B000002TMH|B004IWQHNU,"I'm looking for a Disney's Frozen CD featuring children's music songs, ideally something interactive or holiday-themed, as I'm a parent seeking engaging entertainment for my kids.",-1,The user has a unique preference for sing-a-longs and musical collections that are suitable for children.,"Disney's Frozen CD featuring children's music songs, interactive or holiday-themed.",3.0,Disney's Frozen CD|children's music songs|interactive or holiday-themed
B000BEZPGO,Duran Duran - Live From London (2pc) (W/CD) (Dlx),Indie & Alternative | New Wave | New Wave & Post-Punk,33.95,4.6,AFH3J7WORPS7LPBGFYPMFZBFMMVA,B000GIWS6A|B00021LPIS|B000002MZ4|B00008GQBE|B00006IJWZ|B000002MIR|B00005UMTC|B000002G2R|B000066NYK|B0000647MH|B0000047D4|B00000DFSF|B0000047CI|B0000046U6|B00005JGRG|B0000046MH|B000056IKT|B00005RGHV|B00005B17R|B00005UPFI|B000007QCN|B00005UMT7|B00005RGHW|B000002LOI|B0000089ES|B000002AJH|B000003N7G|B0000047CW|B000005H8N|B000002AGN|B000005JNN|B000002UDN|B0000047CX|B000002UXS|B00004YNDT|B00002MZ2L|B000009NY9|B00000IMYA|B000005HH0|B00000DR4Q|B00004XN1K|B000002W8S|B00000JYQY|B0000087JN|B000002ATU|B000001DU5|B000001DYY|B000001FC0|B0000029C2|B000001DZZ|B0000028RV|B0000047E9|B00000AEVA|B000007QK9|B000006OHD|B00000AG9D|B000005IL1|B000002U1E|B000005H1R|B000002WC0|B0000479AV|B000002V1X|B0000069ON|B0000046R2|B000006OH9|B000005GZ1|B00001QGQI|B0000024RJ|B00000AEVG|B000006OBP|B000002KC8|B00000IQ1K|B000002ACS|B000002K9D|B000002K9E|B000002L6L|B000006OBR|B00000AEVD|B000006OHB|B00001YVFB|B00002MYXD|B000002WH5|B00000IGRG|B000002A9W|B000002NFI|B00000AEV0|B00000IQ1I|B00000AG9B|B00000FYHO|B000006OHF|B000002N3Z|B000006OBQ|B000002MO4|B000005H36|B000002K9B|B000006OBO,"I'm interested in a music set that blends classic genres with a modern twist. Would Duran Duran's ""Live From London"" suit my taste?",-1,"The user has a unique preference for swing jazz and live concert recordings, as well as a fondness for music from the Rat Pack era.","I'm interested in a music set that blends classic genres with a modern twist. Would Duran Duran's ""Live From London"" suit my taste?",-1.0,
B000JK8OYU,Love,Classic Rock | British Invasion,13.61,4.7,AEQXHGOLT744YE2YUG2ISOJR56WA,B0032E9I6S|B011V1WTB4|B005805F5C|B000024TZB|B00120H3RU,Can you suggest a music track that would be perfect for a nostalgic road trip with family?,3,"The user shows a unique preference for Disney Records and Classic Rock, indicating a fondness for both contemporary and timeless musical experiences.",Can you suggest a music track that would be great for a road trip? I'm not sure about the specific listening scene.,-1.0,
B07CBLSF38,Black Flame,Rock,8.68,4.8,AGLGUEQLVLRN2BC2XBIYXDXZM3SA,B08R4FB6FY|B09XRCPKNJ|B009439E06|B00YH4Y7U4|B01HR01C9I|B00005R8G5|B002HMHSJU|B00UWCVU2S|B01CEWSY2M|B019R0L0PC|B000005Z0K|B000005Z0I|B0058U80F4|B007U1FEPI|B007NE02EK,Can you help me pick a track for an energetic social gathering with friends?,0,"The user shows a unique preference for music that combines elements of Funk and R&B with Metal, indicating a taste for diverse and genre-blending music styles.",Can you help me pick a track for an energetic social gathering?,1.0,energetic social gathering
B000P1YM2G,IZ Wonderful World,Hawaii | Pacific Islands | International Music,3.72,4.7,AHZ6EHPD6QDKPGZEJHD77EMVCYCQ,B01MD041XX|B014YP1I0M|B074ND7VFJ|B000XCZCU8|0005164885|B00007JGQ6,I'm searching for a Hawaiian and Pacific Islands music album with a holiday theme. Can you recommend something nostalgic or classic for an adult fan?,-1,"The user shows a unique preference for music that is both holiday-themed and healing, suggesting they enjoy music that is soothing and evokes a sense of nostalgia or comfort.","Hawaiian and Pacific Islands music album, holiday theme, nostalgic or classic.",3.0,Hawaiian and Pacific Islands music album|holiday theme|nostalgic or classic
B09XZ3BF6B,Live From The Astroturf,Rock,15.69,4.8,AFF7T7BYZSVHETBYYHVRFF7SKOMA,B0094GW6YE|B0006A9TBK|B000GIWS7E|B002H5PYQ6,Can you recommend a track that captures the energy of youth culture for a lively social gathering?,0,"The user has a unique preference for live performances and anniversary editions, as indicated by their interest in concert recordings and special tour editions.",Can you recommend a track that captures the energy of youth culture for a lively gathering?,2.0,energy of youth culture|lively gathering
B08SLWXR5M,"You're Pushing Too Hard / Out of the Question [7"" 45 w/ Picture Sleeve]",Vinyl Store,,5.0,AFRGONUSOKMIN7GXNBXFVE7DTB3Q,B09FNLNFVN|B0BLJFKLR2|B082PQKBW1|B0B3KMKV1N|B07PNKF126|B07PPQ9HW8|B0849TVRYS|B096TTV13F|B07JYQNHWW|B093RV4V2D|B09WLRYPXL|B09HC5WLQQ|B086PVR9PV,I'm interested in a record that can help me relive the unique sound of classic music.,0,"The user shows a unique interest in limited edition and colored vinyl records, as well as soundtracks and albums with explicit lyrics.",I'm interested in a record that can help me relive the unique sound of classic music.,1.0,classic music
B07ZLK6P72,Should've Said No White,Country,,4.6,AFB4G2SHW2VC6ZD3AC23H5Y7LIPA,B004121SBS|6317626235|B003H9PLGE|B006U8PYKC|B003ULUASS|B00K2YL4CW|B07C578V7C|B007T8HBRQ,Could you recommend a nostalgic tune for a backyard barbecue that fits my love for classic vibes?,0,"The user shows a unique preference for music from specific eras, particularly the 1960s and 1970s, and enjoys collecting greatest hits and special editions.",Could you recommend a nostalgic tune for a backyard barbecue that fits my love for classic vibes?,2.0,nostalgic tune for a backyard barbecue|classic vibes
B0000584V3,Blackwater Park,Europe | International Music | Sweden | Scandinavia,16.67,4.8,AF7K2DIXE6OKHAG2AJELVSI3BACA,B00005YVON|B00005R8G5|B00004SG6A|B00005JIWT|B00000I6F5,I'm searching for a Scandinavian metal CD priced between $7 and $10. Can you recommend one that fits my interest in alternative metal?,-1,"The user shows a preference for music that is intense and possibly experimental, as indicated by their interest in albums with titles like 'Disembody: New Flesh' and 'Reconceive.'","Scandinavian metal CD priced between $7 and $10, alternative metal.",2.0,Scandinavian metal CD|alternative metal
B002AOUJGE,Dark Sinner,Indie & Alternative | Alternative Rock,59.58,4.8,AHU55FW7JZS5DR2M7YWNGJ5PEOJA,B002NXSTVY|B0000D9YB5|B000MDH6NE|B00005V4UV|B00005V4UU|B000QFAEU0|B000E1NWUU,Could you recommend a music album in the rock or alternative genre for me to try?,-1,The user has a unique preference for music that blends elements of new wave and post-punk with hard rock influences.,Could you recommend a music album in the rock or alternative genre?,2.0,rock|alternative
B007W1449I,Ashes And Roses,Today's Country | Country,10.98,4.6,AFJC6OJ45OIVISBXAVC2IHUWXHFQ,B000065CXP|B000051Y31|B000008UOW|B00006IR5X|B000066C1N|B000034CZI,"I'm looking for music that captures the spirit of a lively evening out, perfect for a night at a country-themed bar.",1,"The user shows a unique preference for musical soundtracks and folk music, indicating a taste for narrative-driven and emotionally resonant compositions.","I'm looking for music that captures the spirit of a lively evening out, perfect for a night at a country-themed bar. Please recommend me some different styles of music.",-1.0,
B000007S8J,Miles From Our Home       Explicit Lyrics,Country | Americana,16.94,4.4,AHVTUBLGCNEO7NKNJ5CJ6OUABKQA,B000002N8Q|B000002W3M|B000002WCL|B000002WPK|B000000OUY|B000002W2K|B000002WVH|B000002WGP,Can you suggest a budget-friendly music album in the Country or Americana genre for an adult music enthusiast?,-1,"The user shows a preference for live performance albums and collections, as indicated by their interest in '200 More Miles Live Performances 1985-1994.'",Suggest a budget-friendly music album in the Country or Americana genre.,2.0,budget-friendly music album|Country or Americana genre
B07XC9J4SD,Maxi & Singles Collection Dieter Bohlen Edition,Rock,20.89,4.7,AHZ6XDTPO2LSJWQCXPGBC45WTEUA,B07TJKBNLQ|B000008EZR|B00MVF6S12|B07MC153GP|B005B7E15M|B00KJHRDZE|B001BTLK94|B000007293|B000005S22|B0000026KU|B0012GMWNO|B0054DFIFK|B004K4AUZW|B004D6PYZ8|B002XMGJIU|B003ODL3OW|B003ODL3P6|B000UTOQGU|B000006Y2N|B000002695|B000SUKPR0,Can you help me pick a music collection for a nostalgic evening reminiscing about the 80s and 90s?,0,"The user has a unique preference for music genres such as New Wave and Post-Punk, as well as a liking for remixes and expanded editions of albums.",Can you help me pick a music collection for a nostalgic evening reminiscing about the 80s?,1.0,nostalgic evening reminiscing about the 80s
B00005M94W,Structures From Silence 30th Anniversary Remastered Edition,Indie & Lo-Fi | Indie & Alternative | Indie Rock,2.25,4.6,AG5F4YCSLBPZWO4VEXF77FWIQ47A,B00ZQ67LP0|B00001O33R|B000A0W6BQ|B002U1AC3M,I'm looking for music to help me unwind during a late-night drive. Any recommendations?,3,"The user has a unique preference for music related to Hawaii and the Pacific Islands, indicating a possible interest in cultural or regional music styles.",I'm looking for some music to help me unwind during a drive. I'm not sure about the specific listening scene.,-1.0,
B000089RVU,Bare,CDs $7 - $10 | Pop | Adult Contemporary | Today's Deals in Music,8.58,4.6,AECDLYRBFW224L5ZRDH6ZO3BPVVA,B000005J56|B0009I7NLM|B00001U03D|B000002GNA|B00005YJ8Z|B000002IFP|B000ASDEVE|B000001EQ8|B000CD0P8M,"I'm interested in a Pop Adult Contemporary CD from Today's Deals, priced between $7 and $10, with international and soulful influences. Can you help me find one?",-1,"The user has a unique preference for music that blends R&B with international elements, especially Caribbean and Cuban influences.","Pop Adult Contemporary CD, priced between $7 and $10, with international and soulful influences.",3.0,Pop Adult Contemporary CD|priced between $7 and $10|international and soulful influences
